district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_total,pop_white,pop_hispanic,pop_black,pop_asian,pop_native,pop_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
NM-03,NM,3,279250,149511,96893,289030,171829,107595,324555,192338,125317,327842,183852,136374,705566,235207,283792,12507,13279,177561,1792,546620,203092,208150,8411,9635,125668,1258,78982,93966,84180,88452,83043,87085,98966,64201,28006,45613,73288,9782,133710,44132,59815,8904,117623,22764,14598,16031,17815,11529,11941,11827,10968,11380,10089,10612,20552,24886,32145,17429,17056
NV-01,NV,1,196587,131807,53695,180116,120105,50100,234661,155130,74265,240922,147468,88912,775737,167521,379929,167820,58474,25328,11954,572700,147152,256233,116763,46273,18748,7962,103051,113428,117138,112739,100795,90809,68997,39094,15480,33529,48275,2381,158618,14843,118769,3775,107486,20669,13585,12468,11159,11516,14442,13964,14403,12920,13890,12801,21499,26225,33446,8474,22514
NV-02,NV,2,334082,130952,175498,326044,131969,175324,402220,173113,217542,421149,176271,235036,776598,488121,179702,24723,48329,38071,8343,611341,408257,120891,17182,36412,27555,5475,87604,94871,102408,104461,93211,100517,101021,64655,28390,51608,96013,7451,143097,39997,60873,10441,136929,35252,8652,25444,27473,9191,9848,10929,10580,10751,10295,10591,21745,29957,42819,29566,12353
NV-03,NV,3,288922,138003,133559,284690,140025,130914,380253,190141,182692,407211,192872,207455,776850,368523,176892,85097,135017,20965,18639,610361,310528,123541,58987,103550,15729,12436,91140,92498,94335,116810,103553,100837,88404,63806,23956,50726,114759,6211,143474,42476,48659,11196,133901,31079,6822,22539,29180,7437,9133,8823,9418,9212,10714,10751,20660,29511,40598,31562,13374
NV-04,NV,4,305794,138498,149306,298872,139359,145086,388242,185102,195391,415100,188417,219520,775429,401153,154383,96349,111716,21397,13597,618924,339714,108731,69898,87091,16047,8948,84705,93235,97134,109470,104764,105114,96867,68422,31098,50362,112714,6630,149334,42526,50214,12315,144905,32698,6861,23150,28020,7909,10265,10211,11315,10359,10082,11901,22432,30573,41790,31305,14566
NY-01,NY,1,359108,149728,194920,325549,160480,159167,410122,192657,211567,409999,176921,228229,776970,546597,131840,53426,38848,12478,900,624041,457617,92080,39032,29619,9088,620,80198,101682,97774,86439,95525,118270,97765,66420,32981,53517,115278,9840,142035,71580,42356,17482,90607,28998,4907,27361,38470,5018,5702,6545,5006,5407,5752,6288,12896,18418,29638,62533,9102
NY-02,NY,2,334850,148327,174170,297929,153289,139755,378893,181793,191984,372515,156539,211606,776404,438291,200273,83278,54649,13632,875,613791,367500,142174,62218,40936,9701,652,83317,95161,104613,97835,95688,118009,95598,51747,33142,51971,109461,5980,147810,66655,59480,11995,91537,26792,4121,24598,38309,4300,4388,5035,4503,4568,4909,5094,10024,15011,26370,60973,6784
NY-03,NY,3,352098,188897,150563,316545,186098,125199,402605,227478,169870,388505,189190,192588,777693,440228,110936,41742,179878,7982,985,620632,367431,80183,32432,136141,5688,780,84792,95500,82241,83146,99253,115135,105155,69659,44372,39313,162252,13143,93162,96439,46545,36725,69794,25433,3742,22149,38655,4816,5058,5197,4842,4364,4986,5331,10449,15934,25682,84386,8957
NY-04,NY,4,351963,191232,148383,315453,188283,122512,395229,223970,166084,388283,194573,189022,776680,393144,171636,148727,63857,10324,1094,609426,322000,123737,115533,47836,7776,812,87205,99387,99412,96165,98688,108522,94945,55401,33968,43572,130213,7959,125512,74775,50965,20298,83883,24622,4261,22243,36897,4374,4726,5092,4819,4792,4306,5368,10197,15316,23030,71009,5834
NY-05,NY,5,239508,200795,33903,209840,180415,27277,268743,217735,48911,242294,171350,67342,776863,96785,162022,365090,135478,22138,3668,616399,79173,122351,292156,106891,17399,2986,92885,97247,110296,103512,99018,115445,97427,53959,31251,45290,96318,3907,161486,45666,93811,9051,104031,27916,9929,19798,26986,6662,6447,8729,7869,7557,7612,8783,15094,21754,31388,30880,13133
NY-06,NY,6,208525,146631,55037,180640,131648,45118,244404,161737,79864,218113,118913,94491,777204,182004,173959,44834,379089,12065,1576,637723,154621,138326,36036,310253,9318,1221,79793,76241,87426,113445,101432,106686,91251,57907,36019,45036,133381,8740,134014,62163,95257,14485,65529,27611,10066,20512,26492,9450,11286,11615,10102,9297,7769,8941,19405,24702,34832,32004,14790
NY-09,NY,9,285359,264673,12546,266812,249181,11296,316676,292988,20223,299139,263447,28071,776734,217208,110662,406694,58972,11821,1583,629796,176930,86171,332045,47388,9393,1268,91115,81629,127093,151695,105125,91378,73112,46727,24131,34920,155972,9918,121973,86549,65743,20506,75897,28547,15307,22163,30390,10175,10219,9539,8766,8714,8229,9820,17091,22107,34628,57819,19177
NY-08,NY,8,216717,189326,22378,191709,170263,18513,240691,203058,35396,214250,163805,46628,776401,118150,255036,375614,57844,17508,2312,612138,102783,192848,291298,45974,13533,1807,90770,90968,125877,119579,94406,96746,81272,45242,24102,40591,95043,2583,178471,34310,95573,5238,80749,24523,15297,18657,22389,10862,11920,10275,9432,9988,7987,9766,18898,22856,34216,20868,24914
NY-10,NY,10,272730,235769,26185,250674,218098,25505,301973,256760,40967,293007,235118,51450,777240,417718,136148,77884,149493,10010,2644,655188,354914,111733,61475,128602,8270,2299,74853,65119,139002,152869,95075,78985,63201,42704,25723,17890,199662,15605,65182,100638,66736,34426,45687,24229,17270,22431,34291,10549,10541,8798,7856,6980,6558,6472,13623,17667,27232,99451,22198
NY-07,NY,7,166475,84800,75740,143070,82287,57705,197822,92545,103069,185869,66750,115554,776580,353536,131979,47986,238556,12875,1045,573809,255789,96651,37496,182011,9410,817,112093,101464,86313,99893,89316,82437,79180,45908,28830,28209,97384,4965,124078,47930,108917,9641,50600,21359,14321,14587,18990,10212,10465,10296,9768,8903,8956,7675,16247,19810,27565,24807,12227
NY-11,NY,11,261309,114562,138516,234769,120319,110541,311398,137188,170561,286213,104367,176743,776336,442431,137192,82892,120245,11362,1274,616194,368792,97693,59932,92291,8214,990,84651,91024,92505,99850,95687,105975,96961,62412,36775,40416,124756,6013,148315,66923,66601,14864,78632,26610,13811,21661,31091,8989,8617,8703,8160,7105,8307,8728,16887,21166,31593,42609,15561
NY-12,NY,12,323409,270239,39986,294168,247776,39412,339683,288976,45777,334968,271227,56974,777809,498142,91963,57733,127595,7326,2169,683250,443855,78489,48444,109236,6176,1909,54317,49097,118463,136163,88208,85641,77299,65242,40201,16522,211163,30771,41531,142889,22951,62335,41541,31493,10927,23620,39544,7860,8779,7704,7303,6539,6301,6894,12695,19204,29564,133464,19479
NY-13,NY,13,271433,244781,18801,238365,215785,17665,284051,245772,35078,248119,192947,50984,777484,137549,395979,257506,48603,23148,2657,631569,121027,310560,206877,40012,18187,2128,88039,87301,128778,133673,106451,100018,83386,48739,30889,31869,116800,10391,126930,63908,125011,15617,89162,23952,27740,17162,19777,15984,15399,14233,9981,11214,11792,9792,21554,26856,33782,26502,30538
NY-14,NY,14,200190,163580,31123,172340,143212,26053,220721,169385,49068,193646,124389,65771,777650,137754,425132,152987,94997,26562,2392,610507,120482,321196,115138,76243,20131,1813,87605,88913,111598,120001,94882,90010,69920,40389,23591,38681,85863,3452,140328,36518,120209,6570,70921,22003,15996,16878,20955,10362,11103,11104,9352,9421,9142,8205,18633,21768,29918,20302,19777
NY-15,NY,15,205387,187727,14060,175259,160455,13005,217820,186589,29552,185602,137260,46412,777252,45473,426130,342207,35337,22914,3061,587824,37861,315915,257936,26770,17049,2264,106504,111104,116459,111660,94213,96112,70521,40502,22560,40550,61910,1989,143555,24369,133519,3932,84459,18742,28937,11351,12641,16490,15636,13446,11856,12134,10537,11421,19794,24196,29458,9300,33618
NY-16,NY,16,300344,209426,80311,267657,194514,68770,327523,233676,90542,319026,209454,107625,776968,308282,223568,194043,62429,14512,1381,604148,252125,161923,150522,45744,10717,1041,87982,101748,94797,97830,104506,106835,87907,55538,36280,37049,126703,10979,106954,86153,66730,29204,71799,25919,10402,20072,28622,7115,8834,7632,7400,6894,8216,7957,14029,18423,29480,69329,15345
NY-17,NY,17,331011,173530,143844,299501,171944,121492,372712,200923,167139,376287,184814,188877,776950,495375,153201,69956,46574,10059,943,571500,371514,106471,53351,34488,7175,671,108131,113618,94697,86489,89446,105501,89867,54636,33476,35933,127362,10318,101662,80627,49028,22070,76177,23363,5082,21311,30902,6312,6563,6136,6210,6206,5536,5779,11379,15900,26049,68550,8028
NY-18,NY,18,333016,158487,157761,309062,163952,136883,378379,203753,168105,383425,198477,182217,777384,495050,142457,105254,31592,17014,1184,619260,414814,99037,76560,23870,12516,850,78458,101460,102516,94063,98641,112603,100525,57234,31025,55546,105534,8369,147720,67264,47884,11314,97106,31481,8369,24516,34314,9114,8360,8278,8144,8711,7753,8370,16844,23595,32773,43465,12908
NY-19,NY,19,333955,142949,169102,311576,153781,147789,374368,180032,186146,372463,174834,195023,776888,616085,54987,57754,31169,16466,1130,627635,513838,37521,38792,23009,12348,778,75312,99355,102410,86698,86574,106397,107871,72283,40529,66374,87865,8439,171388,53025,55241,11190,90233,30375,14909,20110,22432,14053,13636,13459,12376,12176,12249,11786,24259,29886,39411,23119,16077
NY-20,NY,20,346661,183773,139270,319532,184210,124215,387256,228531,149814,376924,215322,156912,777191,554030,55593,97627,54757,15633,1495,624766,466334,37623,66661,40398,11518,1053,79125,97683,116361,100151,91026,103480,96587,61173,34077,65070,119040,13132,125675,76000,39195,15514,85469,35199,11710,27064,33950,10438,9860,10018,10411,11202,9893,10475,21880,29259,42338,35937,14717
NY-21,NY,21,325295,121409,180714,298234,129853,158679,369324,153575,208101,370243,147846,220649,776664,687742,24204,26059,9981,22204,952,623489,557161,17266,19703,7198,16770,643,79504,93112,93807,92156,90419,112608,110457,68559,35761,71369,80140,5267,186201,48562,56541,7750,97900,34128,13411,22461,23871,13431,13487,12625,12580,11588,11817,12076,23829,31723,44331,19644,13885
NY-22,NY,22,335740,177737,135905,312191,180598,119912,374933,216687,149676,367900,210848,154138,776914,591315,42453,85942,39585,18023,1182,624533,492058,29385,57902,30762,12928,808,80451,104790,112817,95308,83417,98494,100714,59398,33395,63943,100096,14145,134014,63318,45143,12259,86454,31681,11653,21321,26654,12507,12636,12070,12070,11170,11045,12498,21877,30631,40566,25602,19171
NY-23,NY,23,358126,123022,214200,326276,134060,183314,401784,159253,234131,395250,153761,238270,777052,686765,27736,26017,12448,19133,784,617721,555692,18078,17265,8696,13551,551,83650,95570,85486,89541,86776,112879,114787,67839,39968,75342,88094,7146,178549,57416,43092,9458,93742,32956,13572,22480,25770,12650,12967,14461,13059,12944,12403,12590,23503,31675,42463,22692,15107
NY-24,NY,24,329294,110676,196356,297216,116979,170833,369199,140110,220500,367725,136946,228444,776200,676629,32952,32830,10470,18049,1280,615283,545395,22068,22290,7327,13268,826,86309,97522,101874,94148,86493,110136,104520,64651,32198,73519,78759,4501,181800,45414,49041,6724,101116,33583,11305,22551,24828,11139,12125,12685,12787,13306,12374,12539,25460,32229,44653,17534,14924
NY-25,NY,25,356768,192502,140996,325152,189619,124696,391628,231219,150499,375639,220415,151011,776971,521583,73462,137937,40502,12325,1123,618698,437718,48928,95869,30468,9002,771,82968,100482,105208,103780,86236,103573,95171,61011,35342,64421,120335,11019,122056,72995,45873,15544,85839,32975,12852,22152,28543,12407,12505,13473,12323,11572,11678,11596,21626,30620,41825,29552,16205
NY-26,NY,26,321299,181553,124782,286851,179047,100629,354316,218496,129373,339594,200040,134483,776767,501041,56532,161854,50771,14240,889,618815,424093,37479,113761,36672,9993,647,86836,91342,114763,109570,84114,99291,97514,55718,34474,61703,104379,9751,143991,59685,49345,11367,99734,31829,17921,20351,22469,14161,15883,15021,13595,14187,13767,12699,23551,32582,42795,21168,22980
OH-01,OH,1,387157,211807,158051,356277,196495,152159,407037,240963,159836,384982,227742,153439,787238,479843,35493,226868,31770,13635,1414,612940,395683,22451,160818,23673,10020,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-02,OH,2,340251,87570,239565,304830,86106,212593,371135,93750,272582,371885,89183,279942,785645,717869,12573,26921,5860,18626,755,609729,562412,7673,18700,3883,13918,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-03,OH,3,324506,208955,101165,293171,192849,94028,343006,229724,107879,322585,211007,108408,786697,423131,59195,258138,35825,17286,1303,608142,356605,38415,176310,27197,12723,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-04,OH,4,378678,86499,274835,339119,83275,248333,408490,96254,305965,407328,92975,310883,787151,701426,27649,31315,8222,14843,1463,602150,546234,17264,19414,5538,10680,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-05,OH,5,358278,106018,234753,324834,104327,212327,395840,121555,268111,392798,118470,270869,786199,701639,23279,31868,9964,15142,785,611122,553716,14547,21495,6811,10949,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-06,OH,6,378099,117380,244261,340612,118278,214131,409201,127695,275743,397087,117985,275901,785864,710359,15947,30058,7545,16858,683,626775,575162,9856,19647,5249,12412,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-07,OH,7,379646,183738,179066,349474,176332,164985,419419,213155,201129,409337,205153,200680,787093,635376,54128,58908,26471,13316,860,630906,525396,35825,39710,19168,9851,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-08,OH,8,365029,112945,235529,335546,108269,219906,407636,142764,258730,409638,142295,263560,786947,631549,36819,57627,42097,16620,1357,599745,495826,22640,37908,29061,12035,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-09,OH,9,369191,179055,169025,328174,165673,153815,384406,190537,187263,372868,179142,190158,786282,584260,54443,117734,15664,16308,720,616688,478123,34718,79724,11475,12016,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-10,OH,10,373070,166276,189385,337770,153222,176816,391812,185482,199668,378375,176259,198366,787053,556966,29705,155933,26438,18006,1434,616263,453161,19319,110358,19224,13402,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-11,OH,11,360689,280730,70284,318320,244966,67891,360567,277932,78979,322606,244702,75636,785845,316395,62015,372603,32704,12186,1096,619324,271715,42795,275956,25149,9078,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-12,OH,12,344917,111478,217315,313372,108175,198009,379829,123824,250255,379334,120792,255355,785844,695960,14240,41213,14341,17061,741,605112,543828,9070,26822,9946,12473,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-13,OH,13,370144,186905,167002,338037,176653,153388,401295,209929,185726,391737,200480,187674,787609,590387,21365,124574,32305,16463,867,625008,487501,13899,86146,22760,12027,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-14,OH,14,378623,166895,195992,342900,158772,176212,408467,181058,222028,394150,167454,223462,787447,644848,34404,80388,10330,14946,744,627446,528764,21739,55873,7336,10746,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH-15,OH,15,371895,187913,164777,361180,186432,167569,432240,244543,180940,430307,240060,185783,786534,564127,40053,90344,77767,13093,959,596212,444766,25817,60103,54654,9248,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OK-01,OK,1,295994,99759,178824,285306,105677,168365,320888,123839,188798,314737,121861,186200,792830,451424,109695,95910,33989,116196,2248,598665,370291,68432,64624,22949,77828,1362,105874,111145,107343,110918,97461,93329,87414,53226,26355,47776,111144,6342,137221,40106,50673,11634,119533,30278,11174,20573,22837,10189,11495,15067,12234,12405,12969,12458,25601,29976,39983,25726,16555
OK-02,OK,2,298601,68976,216573,282840,75703,198122,318383,72029,240540,322541,69378,248158,792222,475463,41628,39932,8592,238384,1917,608735,395578,24883,26873,5834,158666,1097,98602,107348,100582,96102,92429,100529,99937,68578,34238,47177,68147,3270,203036,24693,71244,4123,119266,24678,18007,14513,14094,15710,17085,18848,15124,14381,14206,13008,25113,31054,36553,10635,18910
OK-03,OK,3,298477,59983,221704,282693,65940,206598,316833,71223,238247,327173,75528,245397,791068,555742,88382,38110,17548,95832,5060,597980,442357,54964,25275,12417,63021,2834,101896,112160,110621,104868,93106,92496,90043,57758,30701,42827,89044,6011,172477,32259,55646,5071,115418,28269,12474,19302,19765,12309,13150,14694,12417,12512,12012,12493,24243,29622,40488,16545,15402
OK-04,OK,4,288622,79272,192554,276645,85632,179986,312502,95570,209748,315452,94645,214832,791865,520375,78984,63618,26398,113508,3144,607254,421327,50898,42359,19168,75500,2002,94097,112675,120701,107091,94509,93603,88337,55739,27429,39810,85986,6745,169780,36235,52651,7352,122540,28738,11924,20755,20651,11490,12124,14281,11888,12577,13222,12472,25763,29582,40734,16735,16163
OK-05,OK,5,271298,112385,139481,264131,119339,133243,292093,141229,142947,286129,138044,141499,791368,404184,153242,145128,37087,69911,2657,598064,334301,96444,99778,26967,48177,1696,110251,110193,115080,114974,94564,89643,81993,49321,25238,39539,111418,7061,124640,44120,59479,13977,115804,26808,14015,18160,20725,11185,14263,15684,12331,12983,13857,14158,25582,31036,40579,26149,18961
OR-01,OR,1,319256,165810,114572,350998,200708,132155,382368,227877,140970,360646,210629,135564,706314,459200,118066,21615,80641,26247,7122,551551,379242,77922,14130,58696,19129,4779,79757,89806,93499,105591,96952,85930,82329,50488,22707,44488,117564,12857,102395,52415,40208,10215,113552,30355,6393,23442,31426,7016,7037,7056,8251,8418,8549,8121,16434,25031,37007,36869,8642
OR-02,OR,2,315217,86198,199129,346355,110175,220445,377765,122105,244772,366861,115154,240440,705367,537631,99618,10000,14860,38784,4741,554632,440737,63817,6274,10331,28107,3030,80092,87926,82225,87796,81638,83691,99061,68782,35653,50097,69976,3472,153256,26799,54401,6440,136156,26692,12316,17038,16964,12394,12343,11538,12034,11654,12551,12304,22645,28567,38763,14473,13335
OR-03,OR,3,353577,271419,48930,380845,307305,57409,408098,337335,59239,366699,301504,49422,706210,463136,84764,56483,75929,25427,8181,582585,400495,60245,40363,59084,19724,5701,66277,68596,103342,133717,107121,83933,73312,43049,19989,36221,158842,13170,81166,71615,38372,22970,102061,29355,11994,25338,30895,8725,8999,9065,9129,9697,9860,9226,19269,25059,38282,44192,14369
OR-04,OR,4,355812,182789,132828,379811,215116,145376,408410,237172,157774,389264,222540,151961,706208,550375,69771,14692,30888,36135,5163,582018,468232,47587,9766,24118,26872,3611,63628,82694,110920,82154,78020,83977,99429,71263,32735,46194,95512,11701,111884,46487,35351,11238,133344,28100,13516,18945,19293,12580,13458,12200,12002,12452,13271,10746,23207,28313,39434,19967,17297
OR-05,OR,5,314052,128752,149404,352026,164041,170502,384293,186342,185290,374152,179348,181442,707208,507453,127209,12634,22072,34603,7657,548899,415298,81350,7740,15588,25054,4842,82584,91310,88390,94865,86946,85017,91612,58262,27939,48494,92066,5742,117991,39050,50161,9202,128467,29589,8412,20396,23223,7696,9972,9911,9745,10660,10045,10177,20518,27267,37070,22613,10757
OR-06,OR,6,342118,166768,136773,377032,199969,159151,412106,229059,169657,387770,212215,160750,705949,518363,89329,19268,50906,24530,6845,550967,422271,58473,12182,35968,17845,4556,78732,87918,83537,95868,96300,89596,89810,54674,27935,47496,120225,7802,107370,46665,34809,12134,121003,30730,6797,23139,30706,6753,6949,7555,7823,7736,8188,9068,16674,24743,34198,38743,9054
PA-01,PA,1,393551,191226,188238,389243,201694,180265,451194,230711,215936,452685,221018,227195,764435,601310,48354,44953,59064,8905,805,609504,494295,32082,31211,42985,6471,574,78855,91280,83299,92540,92903,115430,104395,63898,36954,44577,136377,10420,158341,67308,32496,13768,84711,32380,5849,25826,36706,6037,7625,7698,7494,8000,7905,8521,16165,23220,35526,54139,8910
PA-02,PA,2,302934,233604,62397,276701,215769,56705,317628,238706,76602,303710,218115,81913,765170,279228,194250,214921,84358,11987,1841,596027,242347,134865,155081,65764,8897,1401,97831,100369,109167,127230,92512,87940,79216,42777,21092,30583,91520,7074,166767,40780,88046,13423,78659,24001,20099,16138,18979,15130,15683,12954,12811,11515,11567,11480,20749,26145,35638,23708,23055
PA-03,PA,3,374714,343776,23940,352956,324466,24069,389257,357688,29312,382797,342776,35603,764758,196016,37410,484904,49078,10825,1234,620797,178208,27926,372473,42064,8365,939,85738,93772,147301,127213,77244,81898,80179,45181,26240,32546,99912,13019,144528,60456,49908,18687,98437,27532,22327,15158,18566,16686,13778,15121,14713,12164,12952,11133,22555,30516,36924,24317,35980
PA-04,PA,4,385714,220153,151029,389846,234361,148258,452439,275675,172020,462457,273999,183544,765182,552016,49972,89127,65789,9547,821,602602,450559,32519,64047,48373,6753,569,85084,95300,89579,98856,97203,106487,100668,55046,37043,41041,153956,11868,129490,79836,30219,17351,76338,31102,5725,26255,36415,5977,7500,7591,6697,8195,6953,7947,15973,22986,35808,58916,9161
PA-05,PA,5,405748,239886,152150,401233,245142,149340,454198,286262,163727,457217,280952,171464,764765,536232,36377,117416,66607,8246,825,600385,438401,24361,83477,47399,5796,578,84827,104006,97022,97736,91906,102301,93814,56963,34666,35384,145790,18121,117266,80313,25834,24616,75708,28135,7124,23183,31908,6249,7909,7984,9086,8061,7860,8751,16497,22051,33017,62988,10676
PA-06,PA,6,346408,168394,163295,343800,178363,157147,401428,211858,184410,413492,212193,197135,764880,534964,132379,60551,34389,13281,1196,589128,433373,86604,41940,23395,9241,822,91430,104775,92787,94384,98000,106722,91511,56572,30161,41148,127055,9566,149369,59962,47106,11137,76671,29294,7512,24490,32136,7008,8336,7730,8804,8402,8120,8156,17140,24659,36484,46538,9550
PA-07,PA,7,338502,164531,161293,331369,172448,151596,395373,204620,186083,408689,203357,200829,765710,506706,153881,76529,31911,12053,1097,606830,426880,103747,52025,23400,8685,780,81492,102882,97914,95613,92695,104153,96872,59905,34805,50429,105215,8400,172614,48651,48115,9535,88194,30621,9086,22967,29195,8969,9974,10894,10930,10546,10498,11066,21703,25283,38687,30018,9991
PA-08,PA,8,332619,141323,181078,323014,155383,160500,382490,175693,202861,393222,170433,219349,764021,588640,92970,58878,17992,11776,1088,615014,494979,61414,39533,13386,8437,702,78806,92643,91839,90972,90424,109155,104612,68659,37547,55267,84496,5666,207046,40111,50589,7242,95884,30574,14558,20144,21079,12910,13555,13342,13821,12642,12745,11876,22645,30357,41756,17667,15112
PA-09,PA,9,338111,95521,229294,328237,108816,210881,386873,119971,261280,398490,121849,272916,764864,669737,44306,27688,10160,11451,914,610368,545984,28370,18578,7211,8339,616,81201,92888,90044,88575,89104,106933,107659,68316,40404,52417,77504,4704,236000,32451,54253,6393,81448,31271,11445,21000,21926,13171,13942,13352,13346,12741,12982,12471,24046,31287,42469,16722,13027
PA-10,PA,10,347683,149131,183631,344832,161274,174967,399547,188628,205129,411822,192786,214312,764864,544794,72462,101805,41079,12109,1180,600698,448938,47283,68934,29488,8761,797,88306,96683,95954,100647,94203,101180,97164,59707,32889,50505,111350,6560,179564,48168,43323,11536,84162,33412,8306,23430,28385,9282,9378,10629,10411,10964,11941,10976,22890,31748,43982,27620,14313
PA-11,PA,11,341583,119074,206105,339190,130528,199525,397045,153328,237727,412526,160180,248304,764864,625709,70434,41832,21199,10785,897,591963,498270,45997,26950,14813,7710,563,92514,102006,94384,94587,87753,98087,96903,60373,38967,42029,98196,5839,187080,42513,61381,7729,80099,35914,7200,25907,26885,7639,9453,9247,9965,9494,10056,10040,20505,31402,43538,26687,8433
PA-12,PA,12,393418,238915,141661,375500,243192,123365,424188,266462,153105,421995,263631,154049,765387,526516,21894,167946,37680,11038,851,632305,455970,15740,121017,30428,8065,590,73697,85548,118657,110097,83210,92328,102691,59835,38229,59791,119215,13788,157621,61658,30593,15178,90286,31706,17754,21036,23894,15418,14446,14827,14101,15028,13136,13144,24437,31610,42257,25526,23251
PA-13,PA,13,346434,87050,247592,338347,98250,232506,400148,107201,288136,413208,110800,298889,764864,685539,27923,28330,8131,12151,755,608305,555296,17552,18063,5797,8796,469,82696,94521,89030,87344,88917,104817,106905,72312,38842,49447,73000,4414,244047,31290,52016,5992,82275,31925,12438,21804,19594,12673,13319,12681,13775,13780,13477,13428,24118,31721,43870,14690,12494
PA-14,PA,14,363106,115631,235889,351543,132455,211315,412644,137214,270960,422600,137352,281723,764297,693328,11967,32912,7625,11289,766,624201,573521,8249,23033,5442,8272,491,75226,85345,90480,86436,87678,109299,114667,72260,41648,57967,92308,5367,226423,40182,39835,7187,85861,31074,14739,21448,22356,13676,14783,14127,13946,13536,13229,13228,23318,31396,43086,20315,15521
PA-15,PA,15,345283,102937,228664,333329,111913,212888,387842,119496,263047,397666,121639,272661,764864,691812,16775,20569,18712,11614,890,621955,564442,12831,16172,15457,8613,663,74398,95901,108020,86229,87115,103186,105215,66272,38914,51479,76437,10537,230006,36828,46578,6063,73121,29526,13131,17685,17922,13363,14606,14430,14299,13067,13012,12254,24641,31427,40757,14984,14464
PA-16,PA,16,360283,132836,212600,350209,144993,196616,406694,158729,242664,417766,159548,254692,764865,665554,20408,46299,14306,12168,635,610144,543898,12768,29501,9923,8764,430,80456,96130,91153,91546,86517,105192,109680,66828,37851,53718,99478,6391,207940,43171,39339,7547,83299,31768,14029,19839,21529,13928,14906,15192,13867,12453,12302,12591,23788,30783,40521,20114,14797
PA-17,PA,17,399600,182168,202447,398650,203392,185542,459361,228233,225443,463397,230481,228657,764910,655316,17853,40374,35646,9939,737,613322,538649,11950,27029,24365,7169,481,81950,84503,77682,103032,90352,105345,109648,68026,39630,57064,152546,11039,144642,70744,21563,16384,86282,33251,9233,26113,35438,9179,10406,10815,10627,10376,10386,11903,21112,29680,40899,42701,10942
RI-01,RI,1,202639,128914,61261,197975,136001,58207,221200,147896,68969,217409,135432,75798,547850,296579,144760,77359,27191,13670,1390,438160,256859,101589,55477,21160,9803,1020,58953,69316,85240,81458,63766,68327,62741,35177,21128,29008,70051,6952,107331,33926,52958,9804,65426,21597,12700,15802,17120,8495,8280,7961,8019,7199,7000,8009,13746,19618,28032,18241,11317
RI-02,RI,2,261505,123611,119282,263669,144071,114245,296557,159590,130953,295945,149700,138600,549529,457471,37341,22566,21259,9687,941,449434,385576,24399,14889,15786,6844,635,51288,65110,68462,65635,62855,80009,78387,49725,26673,34405,95436,7303,99880,46885,28977,9468,73474,24771,6996,20826,26052,6630,6074,5770,6339,5376,6323,6710,12537,17736,27942,30636,8365
SC-01,SC,1,308095,142375,147463,315480,152943,156915,382200,194268,181297,384873,183782,194769,730892,473211,62372,163939,19490,13480,1559,581454,394196,41575,121571,14165,9954,1066,79140,86449,97458,101633,87290,90975,93688,67229,31262,47348,140191,9680,109136,62830,37018,17395,100159,30558,7480,21726,26309,8971,10751,9513,10596,10526,10827,10797,20385,28089,38403,39307,14570
