district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-22_total,comp16-20_dem,comp16-22_dem,comp16-20_rep,comp16-22_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_total,pop_adj_white,pop_adj_hispanic,pop_adj_black,pop_adj_asian,pop_adj_native,pop_adj_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
MI-10,MI,10,373672,165154,191223,,365694,,178505,,177439,435965,208513,221435,445902,200596,236456,775696,591075,22123,102604,41778,15105,742,624314,492335,14912,71720,30907,11179,510,82197,85425,104262,103207,92063,109197,103725,58227,34372,58210,98866,4479,163153,41649,51825,10296,130568,34569,11160,23142,26816,10750,12579,12391,13184,13556,12001,13273,23772,32373,47562,22714,13827
MI-11,MI,11,413709,180685,212766,,413977,,197515,,206667,481471,233927,240997,484460,226145,249400,774279,604694,31322,57318,61924,13939,618,615813,492784,20599,42872,44790,10207,437,79852,94718,88756,93388,95395,113631,107487,63307,35016,51185,146462,8587,109383,80602,26622,19883,111115,32699,6454,27925,36458,6479,7678,9205,9179,9494,9864,9223,18563,25616,39925,52732,9650
MI-12,MI,12,407070,164663,220714,,409245,,182203,,216297,479217,214851,256984,494316,215683,271023,776054,654598,25661,51282,20832,17877,757,609010,525028,16544,34828,14373,13288,495,85980,97174,84965,90806,95077,116493,109143,64212,33194,55520,122012,6219,142284,56844,29582,11262,128310,33041,8111,23370,31864,8425,10025,9863,9679,11389,11323,11421,22173,28141,42275,38528,10325
MI-13,MI,13,326916,294205,25761,,302538,,270639,,25931,348919,312313,33346,334246,285118,42205,774684,145031,54607,546126,26196,12773,854,593597,120964,35811,414321,19327,9570,602,96698,101796,116097,103995,91666,92851,90018,49912,26925,38419,69086,4090,155776,37996,77468,7549,128237,19445,27762,12847,12762,17206,17254,15629,14968,15835,14489,13232,23853,26782,32430,11382,32821
MN-01,MN,1,353045,264177,59167,,346363,,270208,,57426,383000,309475,65109,354306,281168,62628,713072,400591,69541,129058,99692,21439,1413,562588,349300,47229,85613,67592,15311,974,87231,85697,125411,119768,80996,79020,70260,37585,20430,37438,139746,13668,82061,64304,46230,17648,77351,28656,12372,20839,27450,9291,8938,9714,10646,9948,10477,10493,21064,28053,36071,34808,15725
MN-02,MN,2,359203,229302,97375,,352747,,238962,,93427,396371,283353,103090,373558,264400,98570,713366,431032,68911,134490,65161,18470,1204,561250,372522,44849,85843,46144,12758,867,86704,83300,111565,114410,83457,79320,77023,45380,31054,45950,143539,8370,95528,53286,36904,14532,94939,30637,9320,24372,27602,8241,9402,9414,9187,9617,10586,9911,20995,27455,41523,34371,11681
MN-03,MN,3,373972,144118,199679,,356255,,158401,,181005,409167,174822,225608,414613,171214,235116,713799,618403,17816,17263,8844,47564,1004,559285,498713,10684,10069,5932,29846,612,82646,91048,86370,80991,76924,90539,105219,64576,37616,68691,92132,5402,140464,32163,30226,8404,116730,30314,13271,22098,20889,11804,12319,11722,12648,11224,12347,12107,23579,30018,41352,16197,14344
MN-04,MN,4,379956,148800,199034,,369749,,163779,,187016,433304,192104,231202,442440,192576,240460,713690,597059,24755,31597,35568,20218,983,545295,471406,14896,18755,22534,13326,620,86509,95403,77659,91375,90706,102878,90102,52591,27229,60210,113611,6657,130127,41349,25170,8217,108327,33942,6046,25987,33088,5656,6529,6658,8063,7641,7383,9055,17648,22869,37578,36557,6879
MN-05,MN,5,367775,142253,193444,,355264,,157598,,178993,416326,189988,216037,425284,190904,223926,713756,566075,27643,61062,42770,13200,978,538186,445249,17184,35503,28581,8849,616,90081,100687,87352,95123,92063,96233,81675,45938,21417,60624,115696,6355,114923,41369,24749,8149,101971,32075,5150,26139,34535,5632,6241,6979,6993,7611,7746,8026,16828,24317,36695,34416,6432
MN-06,MN,6,383334,150186,200435,,374017,,166402,,190714,431287,195844,225799,434117,193107,230764,713046,595370,37253,28313,37499,10695,1318,537522,464236,22581,15930,24467,7008,805,92459,96725,69683,90298,89991,98606,89595,53375,29692,56572,136133,7147,108258,53472,23003,12622,89905,29789,6330,23732,32407,7268,7029,7057,8187,7123,7807,8059,17677,22604,36649,49589,8079
MN-07,MN,7,363763,138799,193259,,348500,,154333,,176724,403150,179100,214732,403665,174524,219943,713109,566983,53856,42118,34530,14555,1218,540386,448438,32961,24236,23384,9437,764,91590,98441,89769,91059,86550,93356,84083,48455,31090,60853,116271,5391,120506,36813,28112,7975,99769,31790,7225,24330,28301,7080,8345,8785,8735,8558,9282,9568,18711,24694,37792,33180,9008
MN-08,MN,8,363765,150081,180558,,351091,,166703,,166518,404566,192391,202488,405937,189086,207625,712656,578367,45865,39745,33640,11510,1269,544521,459189,28383,22837,22897,7812,833,88321,98703,87405,91213,85484,91355,86120,52122,30191,61694,108465,7310,126228,41536,28831,12108,92208,32730,7266,23774,30555,7905,8864,8702,8876,9049,9685,9311,19637,26241,38993,28566,8716
MO-01,MO,1,356277,133318,205648,,359633,,150205,,198988,384508,156690,221310,380966,150996,224189,769641,631504,25873,66224,20419,20126,797,605062,508056,17055,45266,14707,15226,561,87180,94489,96670,107987,93809,103315,99125,56338,29103,49833,101504,6132,161526,45840,47699,8484,117621,31922,11335,23127,23214,10966,11438,12392,13402,11778,12827,13439,23842,31502,43125,21334,13308
MO-02,MO,2,380957,147971,216779,,381188,,161088,,211032,404200,173892,224345,390270,164312,220008,769293,611180,22939,79412,34341,17056,879,603958,489443,15379,57661,24904,12828,563,88422,94848,89928,96052,89794,102196,100074,64419,35108,38280,122666,11084,138688,65092,48507,16803,94082,27082,15285,19513,26205,12056,12729,12457,12770,11786,10655,10853,21197,27623,37329,39839,15455
MO-03,MO,3,357536,141524,201262,,357440,,149063,,199034,379777,156680,217098,374259,145650,223896,769312,566837,30745,112141,34706,21681,1897,606878,455582,21152,83971,26442,16232,1287,87264,100092,106693,96044,88576,95923,98869,62417,34761,42116,102300,10068,154907,52070,47333,12970,107944,28737,14307,17916,20127,12369,13624,12800,13225,12058,12617,13206,23361,32281,38480,26107,19115
MO-04,MO,4,355937,136093,203467,,358210,,148602,,199078,382287,156627,218930,380779,151054,224449,769178,557675,30094,142405,16738,19406,1229,589228,441853,19265,99361,11674,14242,815,96048,102283,96545,101656,94339,99752,99098,58828,30480,46444,101352,4602,164955,44254,44524,7072,120333,31540,11196,21669,25849,11264,11682,11740,12740,12988,12393,13199,22812,28883,41807,21224,13327
MO-05,MO,5,352536,139353,195602,,345933,,146995,,188637,370011,155285,207989,361526,145258,211187,769642,568212,23975,140420,16619,17827,1606,597788,453578,16003,99906,12206,13402,997,91206,105376,117636,94383,84643,91247,93828,56526,31487,42461,84983,8074,171992,39721,44111,7755,102683,28026,13320,17115,17055,12130,13112,14434,13300,12861,11707,12764,24346,30442,41119,14157,16333
MO-06,MO,6,324028,117660,187027,,334398,,136069,,186480,364909,148366,209080,367915,147126,215282,769406,593237,62740,61974,21800,25703,4806,585935,468541,40102,39064,15121,18853,2978,97034,104390,101577,105468,94907,97305,87837,53836,26754,43680,99507,4916,162696,40693,43038,8135,115066,32088,9992,22238,24390,9947,10841,11404,13046,11785,12128,11506,22710,30626,43902,20317,13676
MO-07,MO,7,330277,124634,187949,,339439,,138491,,190105,366960,151425,208341,367460,145919,216348,769503,585817,51743,83252,18364,28727,2532,599879,470122,34260,58395,13343,21252,1607,90753,99703,118547,101951,88116,91577,90039,56343,30965,40473,95610,5454,158639,42874,43048,10504,119318,27979,16850,18165,18867,15589,15175,15475,15464,14643,14423,13278,27139,32238,42902,17270,18546
MO-08,MO,8,343901,130515,196777,,346628,,141959,,194135,372505,154049,211643,372152,150284,216627,768938,549445,54959,112795,16349,32909,4124,586884,436467,33957,78583,11108,23716,2518,97925,103171,95316,101782,92599,99284,91566,58531,32289,42042,96675,4370,167030,39490,46703,8784,121499,29453,13328,20360,22473,11607,12691,13290,14115,13510,13665,12672,24387,31366,40230,18789,13140
MS-01,MS,1,293247,120223,166881,,221815,,95925,,123436,319805,133090,182092,302443,114700,183488,740016,406269,26797,287313,10012,10475,722,567553,326545,17221,208694,7276,7957,487,92984,107327,100982,93993,91106,91032,84995,52947,24130,51219,69392,5157,147040,30941,72988,7289,102953,23466,18256,14546,15999,14834,14826,13793,12357,12890,11000,10978,20625,25196,34558,13692,18561
MS-02,MS,2,327124,135980,185578,,251337,,110131,,139012,350301,148576,197388,320462,126204,191226,740994,396420,19213,300350,9609,17287,580,571419,319487,12707,221450,6947,11683,371,88294,107155,102144,90359,87686,90850,89668,55391,28755,49137,71706,6794,147415,33031,73406,8108,100058,21263,19388,14430,15075,16771,15186,14761,14472,12333,12281,11780,20745,24078,32685,13822,23753
MS-03,MS,3,296209,113611,176610,,227185,,93788,,130931,320690,126632,189693,298189,109054,186086,739963,421994,31763,264590,10760,12197,789,568428,335934,20311,195520,7923,9031,586,88752,103992,102437,97142,90642,89093,86836,53541,26819,51690,74637,5497,140017,33442,63349,8508,116031,23373,17832,14374,15998,14028,16355,14493,12810,12135,12137,11280,21955,27674,34572,12352,19626
MS-04,MS,4,292777,115317,171645,,226005,,96091,,127488,322963,131100,187591,306913,116709,186944,740306,414394,27447,271360,14550,13770,1144,570199,333485,18398,197416,10571,10410,770,91276,102627,92985,91408,88596,94124,93287,58457,27034,57071,70397,4817,152310,34257,61356,6098,112211,22575,16683,15475,14195,16176,14708,13362,14193,13470,12633,13449,20746,26295,33279,13149,21487
MT-01,MT,1,245350,93583,133319,,279606,,125626,,147613,297779,127761,162755,298736,122156,167023,542227,439149,20499,6677,8891,63823,1637,423674,354160,13921,3938,6032,42198,1067,62380,68484,70785,71166,61323,66177,75744,48334,21940,36632,82847,5359,106221,30350,22908,8150,87594,20368,10067,13056,15010,8594,9676,10783,9970,9692,9426,9285,17702,23388,29021,13508,10403
MT-02,MT,2,249176,84126,145921,,285551,,115061,,163734,305861,117025,180847,304227,109750,185056,541998,462169,24700,6060,7998,36755,1464,426449,373393,15987,3504,5523,23936,901,59913,68490,74259,68912,64626,65050,75341,47287,21629,35606,87702,6624,104717,28983,18973,7612,87922,22183,8959,15015,16283,7628,8504,9136,8960,8866,8862,9128,16814,23354,31770,18422,10084
NC-01,NC,1,368331,167967,189447,,398090,,185079,,206039,417621,191072,221596,430504,189705,235899,745671,434112,51250,235563,10475,18304,1269,590764,358827,32777,180168,7224,13633,916,80821,94033,81071,84872,92620,104853,107619,71871,32221,55491,87324,4498,160885,36764,66042,6259,118914,28068,16548,17889,20025,14885,14485,13663,13871,12001,14066,12313,24567,28217,38172,16518,15853
NC-02,NC,2,345911,136157,197065,,384323,,161826,,214610,406778,171528,229729,423605,178789,238777,745670,486374,77946,143396,24445,18733,774,580353,398575,48813,104654,16932,13719,551,87183,98454,85159,88954,96599,107168,93700,60334,29749,52457,99747,8002,143493,39732,58633,9755,107232,28020,11737,19726,20943,11747,12554,13220,13172,12411,12712,11601,22747,26638,38723,23131,14361
NC-03,NC,3,308324,138334,159811,,333832,,154270,,172344,351163,161206,184424,366484,161838,200307,745671,412324,77365,224829,20142,18035,2733,577221,335744,51391,165899,14153,12962,1833,92654,103215,135289,95683,81577,82890,81542,48840,25330,54435,77066,4424,138371,31096,53807,6170,106009,25289,15657,17846,15413,13379,12403,13985,14200,13947,14655,12468,22746,28220,36977,13427,18947
NC-04,NC,4,343746,266595,61210,,368292,,291366,,68740,383908,308285,69114,384938,302925,73635,745670,324027,107591,232556,75518,15704,1139,590258,277500,71669,177515,57522,11479,800,82146,102669,142383,122390,97201,82302,66619,34206,17131,33573,141096,23681,78186,78732,42617,21286,71740,29115,9176,21047,25596,8316,10615,9305,12431,10804,10542,10453,22254,26291,37091,37775,14842
NC-05,NC,5,373131,156647,199911,,406114,,180673,,216159,426730,190707,229637,433843,190159,237511,745670,534209,61406,117819,19442,15009,1080,595068,439532,40687,90058,14227,11252,715,76180,94074,92849,88600,96397,105221,96302,62745,30820,50546,115889,8711,130855,48927,56571,10474,102860,28451,13368,18530,23747,13398,12687,12197,12228,12923,12094,11146,21841,26254,37777,29556,14224
NC-06,NC,6,348729,142803,191737,,386909,,168152,,209505,410193,180964,223184,426618,185536,234711,745671,479886,75736,146414,31611,16962,945,581057,393597,48202,107110,22004,12300,642,85138,100079,91124,93317,95331,104415,91298,60123,30204,51340,117085,8500,132930,44096,51915,10079,105838,29490,10157,20417,20924,9263,11712,12184,12454,11707,13683,12362,22359,30838,39950,25930,13125
NC-07,NC,7,352108,153355,186027,,391790,,177361,,205589,417317,188205,223246,442542,192218,245063,745671,473368,64430,173973,15222,24049,2201,597211,397986,41690,130831,11073,17564,1445,80075,88874,100331,89534,88275,96408,104270,73508,30279,58791,107346,5915,139059,42554,45877,10577,120053,28743,14310,19212,20319,12574,14015,13773,13058,11993,12725,12480,26062,30487,39805,20239,20370
NC-08,NC,8,297751,132666,153759,,330951,,152590,,171031,352849,162916,184998,356351,157765,193793,745671,367620,85026,188686,39856,75276,2707,556401,289575,54793,136197,26462,54151,1748,99581,111668,106942,93638,99718,95449,74204,46477,20078,48588,96390,4110,124379,39214,55731,7502,103825,22487,11616,16658,19659,10890,10432,11835,11201,10691,9892,10425,18306,24795,32816,25956,15844
NC-09,NC,9,336001,128995,192978,,378840,,157577,,212242,404557,170940,227592,424034,178684,238972,745671,496906,75239,107875,51340,17337,1095,568628,398327,47086,77575,34180,12378,679,91241,100327,82054,97150,100897,102871,87843,58597,29060,53444,118621,9099,124851,57272,49026,9326,96810,29378,10447,19031,24578,9751,10911,9897,9747,9990,10615,9717,19289,26281,37848,34121,10731
NC-10,NC,10,345406,150644,181309,,366628,,164337,,193747,381281,168764,207433,385823,168371,212303,745670,481641,79510,148702,22917,19153,1233,594754,403304,50771,113230,16541,14170,816,77958,100389,104647,88329,88070,98536,92873,60061,31656,52269,88217,6221,145130,34117,68361,7461,106462,24738,15738,16012,14761,16457,15364,15254,15818,12388,14961,14550,23846,28885,37282,13645,17348
NC-11,NC,11,371975,143351,211590,,409351,,173128,,226349,431924,183324,241986,439658,189180,243863,745670,611350,55583,37261,11105,29012,1936,608361,513922,36708,26469,7959,21317,1331,70269,82912,84086,86664,90586,100502,108995,82571,40409,57647,110198,7384,149120,49922,52556,11334,114252,26538,16251,18693,16735,14574,13806,15282,15233,14765,14271,12859,23127,31351,39173,18773,15611
NC-12,NC,12,290956,211048,67024,,327247,,241364,,77231,349239,263046,80060,354951,258668,87409,745671,242902,136056,313682,50643,16065,1269,579425,210570,91402,235406,38416,11795,876,97920,93045,134812,131609,98103,85362,64221,31699,13804,42108,136639,5163,92475,54152,59046,10656,100356,28437,10409,19989,23222,9190,10433,11954,12687,12256,12952,13858,26185,33087,40023,25793,14501
NC-13,NC,13,316954,130907,173405,,357168,,157655,,191322,381070,169062,205821,403624,178064,219435,745670,447065,109448,156715,20727,18914,1733,561548,355482,67785,114022,14237,13186,1080,97777,103904,92242,97982,98620,97744,85670,51003,22690,58450,104756,5567,124715,39512,54148,6786,107520,28465,9973,21009,23515,10656,10115,11417,10431,9454,10733,10379,20738,29130,37749,22376,12252
NC-14,NC,14,342241,129847,197358,,384502,,157668,,217817,410174,174273,229955,423407,181707,235263,745671,520364,62010,117082,32006,15726,843,574050,416692,40537,83918,21475,11453,579,89376,102111,83606,95866,104004,105436,86540,54922,25719,51418,133178,5817,119957,52622,43809,11869,98249,28881,9489,20992,25737,8794,9488,9983,10499,9903,10572,10529,18777,24928,35364,39755,11312
ND-01,ND,1,344360,93758,216794,,337384,,98083,,225714,362024,115042,235751,368155,112327,246505,779094,636160,33412,34499,18675,55777,2086,596093,503153,21603,21444,13192,35031,1361,103358,104054,120021,108904,83712,86928,86967,50116,32814,72298,113131,5710,132137,33064,32907,7189,109820,34919,11619,25356,26887,11178,11278,12309,11189,11145,11669,11621,24520,30577,44389,26742,14640
NE-01,NE,1,271389,92567,162791,,257340,,94897,,155982,312462,120583,185058,311224,117865,189153,654513,515188,77985,26531,21235,15734,1000,497642,407687,48734,15807,15199,10232,681,83931,92899,98975,82552,71633,74993,76471,45639,26757,51222,86544,6781,112362,32388,34807,7012,89823,27645,8491,17891,19205,9345,9474,10050,11095,10831,10812,11112,21554,27754,37176,16698,11350
NE-02,NE,2,285783,101907,166789,,277666,,103442,,166682,338284,141335,189611,346821,145641,196793,653527,513140,72387,29138,24510,15010,1439,480992,393159,43905,17150,16178,9642,904,91738,93147,73673,91268,84462,78868,73132,42240,23191,43810,111593,5986,94610,45880,25708,10581,93610,30111,5422,22665,27444,6383,6971,7688,8375,7268,7423,8442,15523,23308,34025,31406,7043
NE-03,NE,3,271004,90020,166381,,249998,,88975,,155326,300966,112665,182177,289114,106489,178870,653464,456359,84343,69104,23261,24516,1630,497493,368409,52658,45695,15967,15790,1042,84655,90738,93779,84990,71757,74280,78057,45762,29352,44255,81964,5393,118901,27869,43782,7439,100965,26684,13022,15697,16579,10609,11803,12347,12120,11627,12010,10826,21442,28886,36117,12369,14261
NH-01,NH,1,360357,151653,185553,,377045,,152238,,214205,390211,187414,196455,401796,183977,212301,688742,589039,40500,19734,22334,11952,814,552998,484189,26539,12589,16060,8987,572,68136,83370,85054,88548,86311,105976,93910,53058,24623,51620,116140,5915,137052,53652,33040,8521,89916,30316,6317,25085,34968,6397,7363,6667,7167,8448,6846,8059,16327,22292,34793,39819,7111
NH-02,NH,2,383939,196873,160237,,400268,,199004,,189797,413622,237523,169205,424393,234511,183222,688787,611610,18954,13264,24527,13516,978,567682,511562,13261,9183,17762,10317,643,63343,78726,89443,82596,78026,101930,99364,64001,33195,48921,120049,11027,133922,62726,28684,11418,84750,31065,9017,22065,28062,8364,8022,9369,9611,8063,8037,9750,18531,25077,36849,36345,8914
NJ-01,NJ,1,325668,221972,92972,,280950,,192392,,83067,371807,260093,107012,328519,219740,102746,773688,355773,160730,202980,56788,14515,1547,601554,297332,108994,152031,42618,10416,1075,94622,97965,100864,104544,96391,106229,89853,50112,30518,35778,114749,8772,149892,52906,59528,14597,92178,30184,11640,22187,29156,8944,9383,9770,8707,8273,7959,8881,17566,22854,36859,39622,16319
NJ-02,NJ,2,345712,163041,170493,,304666,,149982,,147463,415959,205519,204681,386580,179165,200643,774069,528047,104912,109658,25443,16623,1184,614963,438938,70021,79914,18549,11916,802,89171,96802,99804,98420,93467,106649,102786,61176,32029,46910,105725,4894,185804,40442,50758,9715,99825,30987,10191,26061,30887,7217,10413,9555,10156,9309,8909,9511,18805,26729,38439,35511,11214
NJ-03,NJ,3,366771,160571,194669,,327656,,148704,,172317,444959,209246,229870,410623,177697,226193,773464,538459,94868,88620,46532,12084,1281,624314,455947,64486,63243,34975,8786,896,73912,89978,85834,83828,87554,111445,114720,80270,45188,44173,127317,5482,178559,50522,44588,11592,103897,33803,8623,24713,33515,8904,11027,11488,10613,11173,9444,9243,20404,26948,39259,41299,12035
NJ-04,NJ,4,335496,137116,187135,,301085,,128739,,166151,407542,178291,223888,375822,147733,221396,773629,572434,90502,65493,35419,10613,953,586551,439535,61968,51173,26061,7735,699,107421,105071,95584,91497,87839,100977,93371,59562,34819,40633,136911,6011,133543,59988,33194,13323,91256,29314,5777,22895,35953,6673,7557,7412,8479,8707,7814,8610,14847,21773,31104,51111,9719
NJ-05,NJ,5,395742,169333,213065,,352550,,159016,,186571,472151,226804,238932,430069,186086,233948,773740,560912,93418,27748,84963,7454,731,616836,461882,65889,20294,63054,5357,534,80588,99735,83004,87322,100232,120669,100084,62699,38749,34465,180654,11092,110263,89533,23710,20611,76930,28149,3554,25218,41763,3715,4820,5860,5022,5380,5260,5827,10604,17929,31001,85890,7395
NJ-06,NJ,6,336098,163771,161806,,294185,,145766,,142255,399451,205118,189310,381086,169863,201732,773069,444104,153924,64698,106950,9917,1089,609849,367858,109422,47888,80605,7264,824,85446,97451,87599,95046,102211,115670,101852,57220,31269,40512,146574,7713,137473,68923,46905,13899,86242,29731,6390,25664,35942,5943,7443,6665,6599,7873,7262,6521,14049,20228,33710,63430,8894
NJ-07,NJ,7,384469,162940,205845,,345715,,153114,,183623,457121,219769,229635,435630,196168,229190,774020,551944,97522,41190,73605,9470,813,615639,456328,68410,29812,52802,6774,600,77261,97563,84468,87624,99540,127646,105039,60484,34411,38523,162845,11735,129814,81364,28710,18376,83402,30729,4868,26519,41217,5308,6947,5533,5736,6137,6023,5931,13088,19824,31808,76674,7386
NJ-08,NJ,8,217861,168643,43091,,178708,,138423,,36652,242705,180066,60064,221885,145448,70434,773631,187214,369563,125118,95176,17301,1728,610172,160313,278210,94384,78175,13086,1344,94054,84074,120724,144900,105777,90135,65700,35943,21295,25018,118237,8227,149054,62761,91682,11968,68936,25262,13799,19452,27890,10293,10080,11568,10456,9403,9797,10403,19053,25838,35227,46279,15125
NJ-09,NJ,9,300306,214163,78217,,254024,,181536,,67771,343803,242244,97992,300779,184983,107898,773070,270890,291041,143352,81701,15201,1380,592658,220273,211522,109311,60944,10970,1040,95921,104289,98801,101566,103893,102173,83347,49972,27113,29477,124020,9223,139036,59011,64213,17563,75598,25321,9185,19539,28837,7648,7808,8530,8437,7615,7898,7428,13987,20858,29375,53278,12131
NJ-10,NJ,10,266662,217259,43317,,225711,,182110,,40196,296186,240346,53105,256580,188467,62738,773937,177347,154142,379081,67866,11899,1450,593618,142785,112900,289222,51708,8765,1100,100140,103297,108980,108326,101660,100897,76159,43645,23012,29899,113228,9025,140994,55365,61570,14346,85408,25226,14676,17155,21017,10694,9636,9107,10243,8793,8233,9149,16611,25402,29280,41852,21154
NJ-11,NJ,11,304389,170156,125479,,260726,,150042,,105812,360305,205329,151264,320024,156161,157301,773302,356994,230112,42961,145018,11160,1276,613763,295570,172363,32011,113774,8383,969,81720,89945,90917,104605,106156,111236,91243,53918,34886,36076,155787,9644,128183,69212,50669,19717,78491,28699,7777,23210,35074,6745,7298,8360,7906,7307,6200,7608,14725,22263,31634,61419,10432
NJ-12,NJ,12,294872,199313,85844,,257298,,173061,,78630,337364,235510,97521,314812,197702,106081,773397,270440,160603,115493,227405,11628,1187,601393,229635,111814,88539,170613,8205,919,91738,108098,103683,104215,106082,101381,79277,46581,26435,28599,150261,19759,92010,95223,46214,16726,62843,27592,6128,22725,35586,5121,5859,5298,5498,5583,6079,5721,12799,18359,30034,65086,8116
NM-01,NM,1,287471,170638,81711,,296539,,195127,,90196,329718,221259,101102,319053,210473,105816,705842,256596,360196,28565,24505,57873,2116,565270,228651,267124,19884,18785,42693,1493,70778,86864,97147,97916,84110,86956,90327,59148,30039,43326,95730,13639,115031,55452,53771,14202,107323,26723,15292,17633,19424,14122,13033,13633,14223,12125,12430,11793,23989,27557,37569,19926,21264
NM-02,NM,2,244592,104348,112787,,249387,,119560,,120812,282645,135033,141215,282625,127817,152320,705839,227780,315375,16219,11656,152264,1761,537381,195421,223869,10793,8651,107586,1240,88451,100632,102403,86470,77381,78617,86272,55467,28988,42721,56743,5081,133449,31724,74090,5251,110994,18068,16816,13134,12110,13623,16046,13692,13129,12018,10208,10172,19256,24705,27331,8975,19621
NM-03,NM,3,266256,110248,125169,,274697,,128690,,136857,311602,145322,159577,308015,140465,165245,705841,288576,335240,23625,19836,53478,2135,536338,239990,235771,15745,13786,38198,1471,86282,99718,86746,91187,84005,85061,89669,54408,27421,42638,78232,9053,123587,44418,56798,7379,113276,23917,12568,19164,22025,11475,10471,10101,10385,9508,8984,10565,19198,25807,33732,20719,14593
NV-01,NV,1,204767,136159,56975,187123,174020,124145,114984,52518,52186,241221,158912,76893,241421,147473,89410,776152,176584,379178,159116,58383,25506,12233,577869,155810,257515,111286,46476,18987,8250,101342,111879,116869,111147,100550,92339,69202,41055,17309,33622,49467,2362,161634,14943,117756,4139,107247,20202,13959,11831,10615,12278,14615,13824,14553,13296,13778,13093,22474,26923,34190,7958,22508
NV-02,NV,2,312271,133230,153990,304224,304085,133772,139487,153169,151535,379719,176363,192896,404891,183063,212785,776154,437668,199911,52319,57840,34165,10198,601110,364033,133775,35778,43577,24659,6636,93896,100945,107206,108011,95815,96381,93271,60324,24504,48154,92064,7288,143185,39584,63736,9522,131504,34404,7550,25146,27147,8120,9330,10432,10279,9952,10430,9979,20728,29085,41959,27536,12339
NV-03,NV,3,294663,134486,142668,291891,298195,137403,142567,140415,145647,389748,187236,195009,419830,191756,220962,776154,391020,160257,79928,132385,20700,17821,613875,330317,111739,55617,101628,15596,11843,88944,89384,90882,114271,102455,100896,93443,67964,25369,51858,115895,6502,143672,43557,44820,11976,137980,32040,6684,22911,30006,7564,9635,9186,9351,9840,10892,11029,20335,28784,40323,33690,13577
NV-04,NV,4,313684,135385,158425,306484,308816,136138,140024,155322,157685,394688,180975,205092,418240,182736,227766,776154,420046,151560,82626,104928,25390,12281,620472,355491,106367,60149,81645,18837,8092,82318,91824,96058,110051,103503,107661,99373,66634,31742,52591,114335,6521,146032,41758,52203,12090,146490,33052,7727,23713,28064,8091,10108,10485,11533,10154,9881,11943,22799,31474,42181,31723,14383
NY-01,NY,1,361158,149211,197510,326902,329236,159962,144310,161049,182111,411966,191832,214247,411720,175749,231079,775530,548985,128688,52512,39009,12290,887,622561,458935,89675,38390,29761,8953,610,81207,102295,96766,85080,96100,118083,97394,66657,32952,52717,115012,9672,142602,70670,41668,17687,90448,28389,4744,27374,38292,5074,5392,6303,4889,5322,5729,6109,12841,18099,29326,62867,8897
NY-02,NY,2,300645,202400,82848,267377,248720,189659,173884,69972,71448,323057,229563,87038,302770,207586,90340,778980,394698,91497,237365,58020,13769,1261,613795,339040,61633,168198,43057,9966,897,89144,101256,129640,109911,82404,93406,86194,50680,30522,54184,102105,11862,125069,62156,59153,14927,89675,27176,21963,17635,19143,16187,16312,16702,14226,13844,13523,12647,23404,30583,38497,21699,24706
NY-03,NY,3,365761,147151,196993,331737,328725,154687,145244,167511,178918,410774,190091,211583,403801,183309,216872,775826,640442,39057,59228,20439,16029,756,620021,528134,25019,38939,14295,11485,499,81673,91766,88621,99563,88024,113939,108618,67023,36295,74513,107111,6419,158946,59653,42420,9018,101925,36910,9988,24625,30443,11034,12555,12358,11666,12200,12013,12590,22969,32318,44968,24639,15571
NY-04,NY,4,371110,146780,202359,340327,337683,158172,150551,172760,182635,417717,190570,217948,410523,185002,221513,777221,670602,32721,31147,22834,16916,726,624599,550845,21347,20799,16676,11727,501,82519,91856,86453,94348,88078,111984,112113,67491,41377,74357,106752,8424,159748,66224,37502,11983,92010,34712,11440,24139,30104,11197,12416,13035,12114,12283,12010,11782,22707,31886,43389,28006,13602
