district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_asian,pop_adj_black,pop_adj_hispanic,pop_adj_native,pop_adj_pacific,pop_adj_total,pop_adj_white,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
TX-23,TX,23,229196,100694,116622,242633,108621,128685,302861,138493,160217,319049,133969,181141,31647,42885,458207,17816,2560,766987,233629,563720,188414,320538,29422,21520,12813,1627,109290,119223,102724,106542,102271,81995,66838,42078,21058,41155,99141,6206,106864,43278,70191,10675,96811,27125,10104,20413,24701,7507,8411,8696,8672,8458,8064,8574,16975,23630,31972,27707,10539
TX-24,TX,24,310672,109846,184278,326960,128188,191255,381542,164122,211300,373064,153071,213069,86658,66748,136164,21006,4105,766987,459976,585881,371161,93052,45573,61257,15413,2702,94635,105924,92676,106723,105394,104209,82914,44488,21422,36285,167126,9123,83175,71306,29588,19786,98741,31683,4280,23677,32122,4579,6019,6379,8246,6761,7743,7802,15640,24976,37239,65193,8060
TX-25,TX,25,243776,93095,141386,251142,101512,144879,300697,124453,172083,309215,115592,189981,27639,159881,209569,22153,2198,766987,358143,576023,292948,137054,114359,20222,16448,1435,107698,113410,111912,108554,94407,93207,80008,47946,25041,38845,88329,4444,146152,35032,72450,5788,115277,27643,11152,19772,20137,10340,11120,11886,12816,11517,13016,12417,21163,29462,38504,19888,13019
TX-26,TX,26,258283,83896,161101,286044,105579,173751,356628,142670,208544,387418,144950,237089,78429,89220,155807,24694,1796,766987,426299,573937,338130,103298,61517,56278,17710,1161,98613,105096,91709,119838,116393,109300,74903,41086,16885,43660,157832,5684,101400,60011,39095,9688,112740,33024,5102,26589,37786,4366,5439,6940,6123,6909,8040,9074,17609,23980,37208,50641,7428
TX-27,TX,27,243786,88069,144737,254486,99382,149708,306351,124288,177080,324199,125739,194368,18461,61457,341748,20604,1365,766987,337561,575420,277142,232963,43358,12877,15392,879,105014,111986,94331,104360,98877,93820,90535,53015,25738,37260,88531,5003,152705,29970,80849,5846,112401,29794,11660,19758,21964,9168,10042,10576,10976,9676,9848,11067,19942,27367,38282,25231,13620
TX-28,TX,28,166497,110629,50057,164526,99714,61601,207339,112597,92662,199009,88409,109042,5991,5667,696384,11025,515,766987,56903,542258,46612,485321,3875,4475,8148,341,125338,137674,112204,97406,91868,78272,63006,40021,21509,27072,57355,1815,114562,18136,141413,3842,81381,18133,16405,12319,10918,13707,13483,12757,10336,10702,9602,7900,16439,19884,27612,9915,18937
TX-29,TX,29,159358,115299,38295,161214,115754,42486,197198,139870,54929,179752,116000,61311,28485,209561,448422,23753,2070,766987,82842,548260,70287,305260,149743,22489,16959,1438,123492,124381,118456,122655,98307,87700,64280,31009,12742,31309,55925,2665,137370,19258,135951,3855,92389,20837,12632,12241,15648,13039,14171,14537,14439,12466,10880,12552,19950,24218,30584,11328,17138
TX-30,TX,30,222835,170966,45781,228690,176107,48429,268096,208565,56392,244001,177406,62648,38669,354132,273333,19694,1358,766987,102175,555763,85725,179834,259120,29095,14107,902,116731,132333,107185,104231,102743,92554,72587,37626,15501,34595,72743,3558,134038,31297,90789,3772,108115,25419,12026,16898,17777,9280,10648,11204,11175,10016,10665,11144,21096,26573,32652,14642,16183
TX-31,TX,31,226109,76333,136102,250916,94476,149878,317572,127209,183712,351392,134712,211328,41502,131696,178913,24700,8515,766987,405121,571338,325173,117572,88338,28301,17568,5187,106719,112512,110556,114997,99352,84040,75987,48651,23276,48409,107338,5930,118641,43770,39508,8046,128824,29240,8590,22575,25904,7932,8381,9904,9657,9829,10482,10237,19915,27501,39047,26479,10585
TX-32,TX,32,257464,100552,145404,272323,114748,151688,321397,142066,174362,324173,129764,187174,78038,110252,188003,22519,1445,766987,377166,592618,310358,128490,80392,61086,16915,990,95330,101008,111829,108118,100374,97525,80294,49286,22569,39506,124736,7137,109324,53067,60663,11678,110450,29967,7923,21945,27888,7522,10533,8861,9460,10332,10000,10446,21194,27284,39156,35206,12226
TX-33,TX,33,179291,124631,46867,192508,136594,51474,227300,163018,60823,209202,136366,68170,48270,121120,421489,24507,1221,766987,172344,580868,155666,291892,91076,37015,18361,890,105826,109226,136746,123333,97768,82850,65127,27833,13267,24227,93092,5777,112737,40016,123368,12517,75137,26495,9798,17488,19723,8397,11064,11782,11705,11661,12301,12793,22417,30589,38105,25408,15774
TX-34,TX,34,197763,107128,82208,198613,102616,91925,243276,123605,116464,240502,106947,131303,14939,19500,587438,13790,1075,766987,143236,565686,120249,416963,13680,11262,10478,750,111505,122430,115330,96018,94266,83160,70852,47915,25200,38923,68067,3668,128379,24866,104362,5765,97640,21502,15069,15832,14712,13691,13059,12662,12337,10649,10319,9596,18725,25802,32755,13260,18036
TX-35,TX,35,227309,102249,113651,236320,110403,120398,293178,141507,147047,301836,133334,164829,20432,67349,437906,22882,3023,766987,240028,571449,197441,307033,46975,14605,17020,2001,103700,109534,105280,109937,95735,94521,78252,45942,22710,43921,76762,3321,152372,29258,78766,4334,111467,27209,9496,19398,20799,9851,10175,11427,10680,9925,10527,10062,20625,28983,38742,15133,13943
TX-36,TX,36,264208,101018,153708,267235,105333,157322,318964,128113,186757,311842,114917,192668,58121,150939,203502,18229,1210,766987,346310,577079,279608,137635,108022,43173,13633,846,100957,112259,97812,100012,100284,95712,79954,50697,24046,43510,91512,6730,137953,33980,65973,7805,113522,27735,10735,20155,25671,9617,11603,11761,12148,11016,10374,10923,18462,27260,34441,26763,12431
TX-37,TX,37,277591,207441,50037,305085,240271,55323,350843,280916,62202,328410,252342,67678,61435,76073,288854,22622,1934,766987,334409,621812,293610,211575,58785,50386,17812,1430,81824,82742,152763,159931,104805,77234,60835,29140,14976,29230,175297,12423,83015,73275,57655,16842,87540,33563,10537,25108,32650,8505,9895,10393,9998,10623,11257,11648,24209,30466,44229,41887,19603
TX-38,TX,38,274093,94383,166344,292540,109550,176952,352229,142235,205122,354315,136854,210920,91553,87870,203896,19601,1497,766986,375292,570722,295890,139018,61182,66534,13824,976,107377,107886,87657,112635,105973,95383,77692,44125,20058,36169,158155,9218,82083,66457,37580,17304,96441,26846,4194,23652,33286,4491,6222,6987,6461,7739,7290,6790,17814,23631,33691,57884,9548
UT-01,UT,1,282553,137551,79292,308470,163276,132401,355994,214978,127378,327300,197553,120241,49153,28127,193681,23097,24184,817904,509693,617587,408065,128944,17456,36685,16374,14673,106671,116835,139618,129727,103312,84258,73784,40431,20776,44657,118533,9314,126480,46767,52091,12783,114377,31822,8455,25224,28561,7537,7157,8487,9858,9364,10101,11122,20574,30556,42831,29604,9825
UT-02,UT,2,290267,62814,136536,314857,82090,217723,366928,119335,230690,369086,125175,231962,24757,16538,108723,18168,9345,817904,647137,571033,462555,67782,9664,16386,12179,5219,130034,138672,126995,115610,102421,79054,69422,38847,19918,47832,110105,5919,119026,41203,28378,6728,125935,33972,5358,25192,26737,5490,5522,8090,8583,7530,7619,8813,18992,26326,40882,26158,7806
UT-03,UT,3,284260,54102,162997,314055,70798,229005,377057,104465,257824,385908,108346,267996,19528,10180,106083,30353,12520,817904,644717,588889,475740,67958,6071,13319,20338,7441,118093,137129,154223,96761,88951,74964,76080,50362,25460,51466,112663,8038,101069,39673,29144,8794,121366,28970,7745,20855,22312,7117,8353,9686,10341,9914,8682,10486,20343,26237,37074,24254,10060
UT-04,UT,4,274295,56209,136406,317413,78882,224976,387697,121504,249247,405497,131149,262883,31650,12283,84425,15616,13198,817904,663808,546542,451640,51926,6688,19891,9883,7164,146382,148550,111622,120395,110542,76274,61071,35564,15001,50978,127240,6204,95798,45908,22850,8265,120335,33444,2953,26284,33095,3508,4410,4471,5126,5581,5667,6861,14182,21783,37306,36438,5133
VA-01,VA,1,359530,181480,156315,346228,186276,153821,414235,230634,175558,419352,219966,188399,78319,163661,125166,19256,2602,784672,409321,590835,326067,84005,116684,56032,13625,1701,97893,112406,96484,109167,106419,108876,86367,47769,20756,41670,132291,8959,112059,79179,42109,11825,99344,31357,3995,28589,40866,4294,4438,5704,5592,5588,6124,6873,12969,20645,32945,56827,6530
VA-02,VA,2,353264,167143,165610,332737,170212,156957,395652,208829,178839,401383,207015,187896,57248,225109,60928,18692,3418,784672,433292,607992,352864,39876,165025,41496,13403,2215,96157,97251,107275,114534,95407,101763,91690,53453,26066,54785,119392,7505,126771,56365,38949,10689,126159,35456,7687,26098,30536,7069,8522,10099,8958,8753,9397,10304,24104,30459,41172,34570,11500
VA-03,VA,3,323492,193280,112318,290834,182803,103186,348315,222634,118380,334889,208607,120347,37440,342659,63206,19323,3691,784672,336750,615376,281449,43871,255803,28207,14341,2569,97041,99121,134280,113793,86885,90861,84434,48143,23272,50083,95370,6547,138545,45366,44196,9110,124028,31093,11434,20904,23178,11324,11914,13014,13018,12199,12325,12403,23882,33035,40281,21035,18406
VA-04,VA,4,365062,206604,143978,338010,195894,137984,398735,236185,156906,388339,222098,160419,20065,329922,57223,15248,1595,784672,369156,633124,314744,38272,256559,16152,11587,1084,83097,93882,114585,103992,86091,103153,102086,63816,32450,44885,90272,6997,171588,43549,68841,8060,115960,27981,16022,19794,21222,13385,13854,14060,14218,12493,13934,12748,24795,29772,39858,18338,20196
VA-05,VA,5,388163,185262,179491,375840,193489,175888,432003,229651,194456,446387,238105,200035,53775,183990,58469,13966,1152,784672,477192,613737,386658,38739,141333,37955,10225,760,93935,102393,96933,109494,102583,101838,93218,60463,32090,41017,143209,10543,124877,70428,43275,15168,102309,32782,8415,25246,30520,8586,10018,9568,10254,10247,9699,11350,20429,30963,39213,41357,10640
VA-06,VA,6,360672,168282,168047,337183,171382,159138,392661,203687,180256,402148,203485,191160,39915,120265,53231,14842,1183,784672,557217,634961,467411,36219,87899,32113,11144,789,81433,110263,135747,96177,84667,93753,88375,59928,34349,39047,111637,17171,133607,59293,43806,13697,91722,30224,12649,20230,23412,11110,12865,12930,12367,12184,11304,11377,22668,28780,38660,26075,19832
VA-07,VA,7,387352,201364,160945,378458,204692,166830,447221,249059,189295,443270,234045,198574,92159,70613,111195,16591,1564,784672,498960,615496,405541,76822,53391,70364,11972,1044,89136,99500,101247,108143,102050,106679,93016,58051,27676,33296,140666,14505,114774,94355,49022,24378,78936,30144,5512,25499,39650,5195,5887,6108,6150,6027,7236,6883,14626,20565,34727,71105,8174
VA-08,VA,8,358888,205586,131920,345432,205577,133824,413324,252831,152608,405222,233436,162382,63553,171819,127962,19288,2544,784672,412704,614462,341188,88099,129613,47414,14203,1724,95635,88903,100899,125725,108084,101642,85005,49904,25492,38621,142708,14137,107069,92682,46680,19442,89461,35049,6060,28801,38512,6716,6251,7479,7390,7719,8262,7983,17321,24821,39888,59553,10706
VA-09,VA,9,370979,92196,263819,347972,93041,251224,412897,107076,300168,421370,105234,311654,8064,48820,20822,14976,931,784672,690476,635903,565855,13348,37838,5671,11484,645,73618,92028,85361,84835,93997,114732,116324,81737,40567,56091,75212,5348,206058,33587,74392,6298,117777,28186,18372,16485,16022,16788,17231,16699,15845,14549,14275,13120,25518,32209,39573,13863,18909
VA-10,VA,10,353765,187534,142619,349198,199553,143203,416843,248047,160459,425065,232022,179274,170917,69426,110585,13543,1720,784672,424386,581534,332369,73753,48496,119273,9380,1115,101610,117560,89450,107710,124921,106680,72410,42960,20616,31543,166308,10823,79071,105300,34156,16303,75381,26399,2803,23241,40813,3686,3380,3684,3912,4695,4216,5353,10169,14751,26791,88103,5354
VA-11,VA,11,361585,192742,144381,342801,194136,141990,388638,224935,155505,415863,229765,173957,135625,67861,119582,14346,1696,784673,451544,601634,362833,81310,48562,100411,10379,1114,96558,105930,97655,105152,107311,107666,84211,51008,26763,30828,149095,16750,97465,100503,40391,23800,73676,28132,4696,22430,38947,4673,5084,5340,4908,5791,6188,6343,13265,17314,30940,80777,7866
VT-01,VT,1,315067,178573,95369,327892,190376,121430,367428,242820,112704,369422,235791,119395,16182,14422,15504,16900,725,643077,573201,524482,474146,11113,9038,11665,12780,518,60286,77696,84981,77123,73843,88570,94856,57875,28586,39344,111614,9939,126697,57539,26587,12438,74875,28004,10742,20972,23226,9021,9529,10123,10552,9383,10143,9806,18378,26478,35676,23548,10277
WA-01,WA,1,315830,185952,104596,349926,213926,129649,395248,250883,130736,374405,232693,126087,178364,31625,75892,20464,7298,770539,460305,593722,373624,50326,20770,129082,14498,4801,96475,89117,97500,136642,110167,96727,78734,41962,22540,48920,162579,11832,90407,86340,26951,11973,104678,31939,4645,28588,42510,4083,4735,5188,4722,4768,5557,5661,12740,19866,32924,77324,7995
WA-02,WA,2,346835,190735,128467,389151,227130,155594,440519,263078,162799,425118,254400,154441,72744,32223,95062,35234,8335,770531,531835,616048,446927,62187,21414,55295,25320,5590,82308,88161,110223,103967,90767,93260,103350,66960,30980,58228,118316,8678,123836,50526,40876,10849,132483,35223,9472,25649,30752,9379,8284,8983,9644,10331,10693,9658,21612,30182,41827,33966,11998
WA-03,WA,3,312295,132417,156118,361909,168263,188278,423505,196207,213882,424203,197986,211907,42531,24065,84867,31750,10938,770527,579867,593925,465423,52832,15005,30294,23030,6898,91602,99241,92764,101058,97599,99368,98521,61534,28781,59996,95324,5244,145234,38970,42556,8275,140140,33464,8038,24558,30062,8367,9260,8956,9534,9860,9045,10440,20842,27542,43189,29308,10445
WA-04,WA,4,252486,89994,144696,283534,112768,167128,324983,130115,184877,312324,119032,183219,21053,14219,306171,43482,3385,770535,393571,557178,316389,191355,8418,14419,29606,2136,115799,120091,102121,100928,89489,83428,82368,50302,24698,46848,70726,5492,129193,29775,88268,5775,106625,27447,9079,17964,21088,8875,10011,11083,10449,9341,11166,11383,20057,27274,39740,20334,10717
WA-05,WA,5,327079,126563,172318,368592,161092,201747,418124,180837,222219,405822,173909,217375,31065,24683,64444,36850,8370,770526,607710,610022,494864,43070,16200,22775,26457,5337,87881,100220,113072,102824,89019,90764,96983,62013,31031,65782,101731,7955,127035,42199,36326,10424,135083,29708,13571,20949,22684,10482,12102,12407,12206,11617,11692,12424,22846,31091,41553,23145,15223
WA-06,WA,6,347922,179622,138177,393130,219442,166846,447088,253642,177181,436320,251826,168264,56081,42922,69642,42773,13778,770523,555780,625068,470242,46402,30269,41153,30543,8983,81452,81220,99940,103531,89880,96777,111249,75505,32020,64156,116513,7189,133463,49419,34838,14435,141805,34669,10012,24400,31585,8906,9692,8964,9278,9656,11139,10642,21269,30827,42342,35710,12369
WA-07,WA,7,397414,331302,43799,421805,358759,57992,459934,396920,51406,437624,373392,47188,141885,53094,72968,20244,7074,770521,481700,652826,421072,55585,39018,118537,15992,5017,65749,65778,148403,154479,101472,87281,74464,43538,24485,37314,210926,23717,59425,109516,23582,28343,83568,32678,9459,27686,43799,7394,7410,7553,8143,8265,8034,7787,18534,24226,36974,93456,14131
WA-08,WA,8,336893,160749,149805,384659,192213,186191,438960,226805,197513,428594,218292,193707,97429,27254,80954,26705,8955,770512,532695,581338,423082,51406,16833,65310,18705,5553,96774,110062,77478,107088,109829,105677,89619,48327,22058,50915,132778,7468,113907,61977,34403,9698,110502,31578,4484,24962,38124,4701,5416,5912,5950,5884,6562,5933,12907,19207,32246,65431,6676
WA-09,WA,9,282807,194307,70572,313739,220982,88500,358038,254217,94118,320605,219426,88121,209762,114467,109699,22050,19940,770536,312787,602935,267554,74132,79981,160912,16673,13229,90149,91338,107886,122883,103160,96892,79547,45369,25394,48999,134626,9352,110907,58271,56342,14082,102600,30577,8405,23702,30326,6865,6917,7565,8087,6589,8098,8704,16705,26128,34488,51326,10447
WA-10,WA,10,289653,151077,113199,329352,184421,138807,381232,216908,149920,359228,204893,140614,88932,81688,99514,34081,26116,770531,462570,591627,379327,63379,53582,64111,23730,16130,97865,96312,115517,114957,95155,87754,83741,51545,25611,59934,100918,5160,131723,42706,39507,9366,130516,35554,6154,26214,30716,6903,7143,8265,7609,8626,9359,10778,21227,27834,42914,27982,10587
WI-01,WI,1,349322,159094,168403,337615,162980,166664,394810,190048,197943,404230,189560,207737,20156,64057,93218,15646,943,736715,546627,575451,450243,58924,40818,13998,11123,639,82677,96357,92883,92338,87832,104358,94413,51740,31054,52612,100894,4766,151155,37932,40341,6997,111761,31461,9681,23109,27159,8803,10513,11003,10185,10795,11026,10960,25057,30305,43649,21655,12255
WI-02,WI,2,396685,260100,110866,390831,272306,110189,444235,310862,125920,469607,324784,136734,44835,42981,50590,12604,996,736715,584393,584519,479314,33115,27220,33675,9112,694,79483,93453,122465,102145,89137,90331,81720,49944,26081,49438,141755,16529,106965,59322,23385,13981,83333,34610,7732,25218,32860,8255,9190,10024,10421,10073,10998,10297,23119,29782,43536,33875,12989
WI-03,WI,3,364731,161639,177898,342961,167657,166418,396394,185086,203591,421741,191708,222857,21362,15494,24625,14639,967,736716,656744,580338,527806,15418,9555,13943,10156,629,80767,98510,109192,86821,79487,93448,96850,59193,31571,65114,89245,5496,160104,32591,31741,7052,99409,32189,11188,20309,20850,9776,12132,13856,11268,12036,11893,13342,24904,32133,43105,17006,11155
WI-04,WI,4,336288,242162,74928,316232,232873,76445,344275,260129,78277,345704,258176,80483,42833,257757,131084,17100,1089,736714,302220,558133,262604,85665,175603,28994,11897,807,99997,105848,118413,108051,85688,80441,72107,38968,22195,35470,93985,7643,131613,41582,56663,9878,93957,25501,19516,15911,16281,12852,14413,16716,13780,12856,12558,12684,25335,28515,35755,16815,21151
WI-05,WI,5,413939,137813,249369,403985,140474,255316,465929,176027,282440,481537,183685,290063,27029,18972,43682,10984,811,736715,632824,578845,511486,27348,11254,17935,7616,523,78151,92569,79486,90496,91994,108657,100439,62077,34140,55332,139618,6417,136632,50794,22966,10904,103808,37735,6014,28133,33615,5683,8248,9882,8813,9062,9019,10171,20938,27876,41698,37955,8400
WI-06,WI,6,376041,143139,206859,356969,146490,201995,416617,171945,237091,427835,175480,245816,23307,23261,39816,13245,829,736714,634407,582819,515953,24727,14826,15052,9432,551,79227,91248,89673,88982,86051,103001,101891,60311,34679,59693,96238,5198,174572,33537,32947,8166,107278,35184,8535,21694,23645,9362,11198,13902,10919,12589,11828,12647,26595,33060,44629,20105,10177
WI-07,WI,7,375094,138573,214567,353661,144324,201563,423158,165853,250176,441810,167604,266844,15613,10351,18899,27711,1012,736715,659572,580264,530575,11269,5786,9652,18781,604,80674,90090,75076,82584,83925,106843,113225,68127,36242,68297,89553,3715,180719,30827,37706,7142,110973,33548,11951,21582,22269,10242,11787,14988,11805,12198,11760,13059,25373,32082,44356,17297,11348
WI-08,WI,8,364050,140016,202394,348946,145222,195983,412623,170916,234746,430454,177232,247092,21210,19870,45376,32643,823,736714,617231,571931,496245,27603,11251,13391,21634,549,86387,94570,87274,93992,86468,104802,95473,56435,30911,65088,101344,3903,169494,32834,33656,6435,99336,35884,8637,23169,23257,8447,10367,12204,11589,11240,11430,12198,24684,31804,46506,20291,10449
WV-01,WV,1,355774,92958,247279,362920,119390,235604,392576,112947,273523,364662,98066,259831,8927,48212,11331,18242,743,896067,805369,715682,649695,7866,34003,6488,14334,489,95759,107121,102630,100301,112149,117804,129790,85915,42490,48533,79492,6103,256809,38152,85290,9124,116052,27906,24564,17508,15906,20755,21455,18977,18013,16443,16938,14987,28523,33674,41435,14638,26090
WV-02,WV,2,357275,95834,242092,370080,119332,238742,402076,123037,271859,397728,116243,273725,13354,42314,23496,19447,983,897649,793465,717250,643345,15617,28957,9757,14713,673,93184,111683,118098,107578,110943,119302,121495,78065,38660,52954,92266,7982,245524,46334,61711,9326,115877,33087,18800,22785,23286,15969,17768,16506,17138,14811,14723,14516,28248,34818,45625,20035,20113
WY-01,WY,1,255849,55973,174419,234289,61851,162714,276765,73491,193559,269048,69527,192633,9473,9661,59046,27480,1714,576851,469664,441337,370041,38153,5928,6520,18433,1009,69778,77958,74499,77825,68551,69278,75194,44545,20301,46082,71313,5138,110277,31053,23719,6077,98143,26379,8115,17485,19922,7806,9208,8475,9565,9356,7572,7799,17923,24038,32579,17220,10714
